order_id,user_id,order_timestamp,order_value,discount_amount,shipping_cost,payment_method,delivery_type,is_first_order
372,4604,2024-02-28,148.73,0.48,1.71,apple_pay,standard_shipping,0
373,8077,2024-10-17,104.66,1.34,12.59,credit_card,standard_shipping,0
374,10005,2024-11-24,69.67,31.38,3.23,apple_pay,standard_shipping,0
375,11342,2024-11-24,228.3,19.45,10.79,credit_card,standard_shipping,0
376,9059,2026-02-11,224.94,32.49,11.5,credit_card,standard_shipping,0
377,3468,2024-03-07,29.19,4.48,9.05,credit_card,express_shipping,0
378,7324,2024-04-11,244.13,14.29,3.27,apple_pay,standard_shipping,1
379,1663,2025-03-30,101.79,3.79,0.74,paypal,express_shipping,1
380,8768,2026-08-07,57.62,20.79,3.31,paypal,express_shipping,1
381,7170,2024-02-08,229.85,34.46,13.55,credit_card,express_shipping,1
382,6840,2026-08-18,58.38,30.92,0.4,apple_pay,standard_shipping,1
383,6517,2026-10-18,123.57,15.22,9.67,credit_card,standard_shipping,0
384,4455,2025-11-08,90.75,3.17,3.62,paypal,standard_shipping,0
385,307,2024-07-11,210.49,26.89,10.96,paypal,express_shipping,1
386,11705,2026-05-05,95.62,37.15,5.36,credit_card,standard_shipping,0
387,7571,2024-07-18,57.05,3.73,12.99,apple_pay,standard_shipping,1
388,3961,2026-06-12,162.01,38.33,12.79,apple_pay,standard_shipping,0
389,11750,2025-02-11,219.56,5.4,6.56,apple_pay,standard_shipping,0
390,1653,2025-02-23,115.33,25.32,9.91,paypal,express_shipping,0
391,6215,2024-10-17,130.09,23.29,13.44,paypal,express_shipping,1
392,11675,2025-03-03,207.75,29.0,1.73,apple_pay,express_shipping,0
393,6590,2024-05-01,202.16,17.22,11.33,credit_card,express_shipping,1
394,10179,2026-04-22,232.41,31.28,6.47,apple_pay,express_shipping,0
395,11423,2026-08-23,228.73,27.03,9.55,credit_card,express_shipping,1
396,3112,2024-12-28,29.71,26.27,6.05,apple_pay,standard_shipping,0
397,5197,2024-12-29,228.8,5.36,9.37,credit_card,standard_shipping,0
398,3654,2025-08-01,131.44,36.97,6.49,credit_card,express_shipping,0
399,10969,2025-08-13,167.65,21.1,9.79,apple_pay,standard_shipping,1
400,4642,2025-10-16,78.22,4.88,4.56,paypal,standard_shipping,0
401,263,2024-06-30,238.96,37.76,5.38,apple_pay,standard_shipping,1
402,5961,2024-02-06,226.88,3.83,14.44,credit_card,standard_shipping,1
403,6959,2026-04-05,187.32,19.59,2.99,apple_pay,standard_shipping,1
404,2738,2026-02-20,194.51,17.68,14.0,apple_pay,express_shipping,1
405,9563,2024-12-18,207.08,9.26,13.85,credit_card,standard_shipping,1
406,316,2024-09-10,241.6,27.57,4.62,paypal,standard_shipping,0
407,2463,2024-01-19,46.28,26.37,14.11,apple_pay,express_shipping,0
408,5001,2024-03-02,45.28,36.05,6.46,credit_card,standard_shipping,0
409,7334,2024-10-01,223.35,12.72,7.01,paypal,standard_shipping,0
410,7620,2024-10-16,109.35,7.13,2.5,paypal,standard_shipping,0
411,8895,2024-09-15,123.95,15.57,7.31,paypal,standard_shipping,0
412,1054,2026-03-07,139.59,19.61,10.42,paypal,standard_shipping,1
413,5643,2024-12-20,184.45,36.74,14.95,credit_card,standard_shipping,1
414,7800,2024-11-24,85.28,14.09,9.04,paypal,standard_shipping,0
415,10314,2026-07-02,233.76,34.41,13.72,paypal,standard_shipping,1
416,5714,2024-04-13,154.43,11.18,7.15,apple_pay,express_shipping,0
417,7895,2026-01-01,195.01,21.06,3.7,apple_pay,standard_shipping,1
418,8587,2024-07-03,57.4,38.01,0.51,apple_pay,standard_shipping,1
419,984,2024-09-08,124.73,34.82,0.05,credit_card,express_shipping,1
420,9252,2026-09-03,43.54,17.19,1.51,paypal,standard_shipping,1
421,4341,2024-06-07,47.55,28.64,0.65,apple_pay,express_shipping,1
422,6404,2025-08-06,213.15,21.67,3.28,credit_card,express_shipping,0
423,5035,2026-03-30,127.05,16.96,6.65,apple_pay,standard_shipping,1
424,4365,2026-01-01,96.32,3.01,5.35,paypal,standard_shipping,0
425,4785,2024-10-26,217.04,30.41,14.86,credit_card,express_shipping,1
426,4998,2025-05-15,190.13,21.75,9.99,credit_card,standard_shipping,0
427,6688,2026-09-30,37.75,22.71,11.44,credit_card,express_shipping,1
428,10425,2026-11-25,145.61,8.38,14.06,apple_pay,standard_shipping,1
429,7694,2025-04-18,63.96,17.32,6.0,paypal,express_shipping,0
430,417,2026-04-30,150.49,1.25,2.74,apple_pay,express_shipping,0
431,2280,2024-04-09,203.3,15.94,7.63,apple_pay,standard_shipping,0
432,6366,2024-03-13,222.45,16.77,13.74,paypal,standard_shipping,1
433,10809,2026-12-22,232.34,31.79,5.72,apple_pay,express_shipping,0
434,8165,2024-04-17,183.99,31.61,7.49,apple_pay,standard_shipping,0
435,3602,2026-06-01,154.15,12.25,10.56,apple_pay,standard_shipping,0
436,1461,2024-06-16,178.58,6.05,1.54,paypal,express_shipping,0
437,7566,2024-06-17,94.27,14.97,9.4,credit_card,express_shipping,1
438,6603,2026-06-17,151.92,5.51,9.46,credit_card,express_shipping,0
439,6746,2025-07-01,210.85,25.81,11.66,credit_card,standard_shipping,0
440,6651,2024-05-17,16.0,38.33,6.6,paypal,standard_shipping,1
441,788,2024-01-16,160.05,22.27,11.93,credit_card,express_shipping,1
442,4454,2026-04-01,201.88,24.89,10.04,apple_pay,standard_shipping,1
443,2855,2025-09-09,100.06,15.31,6.34,paypal,express_shipping,0
444,3021,2024-08-17,232.27,24.94,14.98,paypal,express_shipping,0
445,1643,2026-07-29,38.59,4.04,5.9,apple_pay,express_shipping,1
446,6592,2024-05-19,22.46,20.75,14.94,paypal,standard_shipping,1
447,11446,2026-06-03,53.28,2.07,11.05,apple_pay,express_shipping,0
448,10511,2026-01-10,222.88,10.17,0.06,credit_card,standard_shipping,0
449,9612,2025-11-07,74.28,29.95,6.93,apple_pay,express_shipping,1
450,5671,2024-07-15,84.91,20.25,8.44,credit_card,standard_shipping,0
451,11477,2024-05-12,163.1,33.95,12.0,credit_card,express_shipping,1
452,9830,2025-11-12,76.76,18.79,2.96,credit_card,express_shipping,0
453,11314,2024-09-12,222.71,10.04,8.82,credit_card,standard_shipping,1
454,8221,2025-04-30,181.58,28.75,1.78,paypal,standard_shipping,1
455,2207,2025-05-05,212.36,23.3,14.92,apple_pay,standard_shipping,1
456,7809,2025-03-08,33.56,25.29,0.34,paypal,standard_shipping,0
457,3128,2024-04-13,162.1,31.34,5.99,apple_pay,express_shipping,1
458,8839,2026-07-22,219.29,7.95,2.53,apple_pay,express_shipping,1
459,877,2024-08-25,211.46,2.61,8.72,paypal,express_shipping,1
460,6201,2024-04-23,166.69,8.45,12.62,credit_card,express_shipping,0
461,4711,2025-09-24,122.81,32.93,5.02,credit_card,express_shipping,0
462,10877,2026-09-27,60.56,24.72,4.28,apple_pay,express_shipping,1
463,4256,2024-07-11,118.46,1.86,8.86,credit_card,express_shipping,0
464,3887,2026-04-22,198.08,37.42,1.98,apple_pay,standard_shipping,1
465,11223,2026-04-20,128.61,34.54,8.39,apple_pay,standard_shipping,1
466,11,2024-01-11,186.97,36.67,12.81,paypal,express_shipping,1
467,4783,2026-08-29,217.5,1.37,7.26,paypal,express_shipping,1
468,1419,2024-10-08,66.23,1.92,2.96,apple_pay,express_shipping,0
469,8387,2026-12-06,177.12,36.55,7.63,paypal,express_shipping,1
470,11944,2025-06-18,224.32,34.99,5.45,apple_pay,express_shipping,0
471,1040,2025-11-24,59.42,34.08,9.12,paypal,express_shipping,1
472,3752,2026-06-10,137.98,25.88,5.79,credit_card,standard_shipping,0
473,11161,2024-03-05,169.03,26.9,6.23,paypal,standard_shipping,1
474,2963,2025-04-30,68.64,5.28,9.28,credit_card,standard_shipping,1
475,7459,2025-09-24,184.57,33.5,2.41,paypal,express_shipping,0
476,8737,2024-12-02,205.17,7.69,1.76,credit_card,express_shipping,0
477,11565,2026-02-19,135.62,2.91,7.44,apple_pay,express_shipping,1
478,3090,2026-09-11,223.56,17.18,2.44,paypal,standard_shipping,1
479,8613,2026-08-25,93.01,1.6,8.79,paypal,standard_shipping,0
480,3881,2026-03-10,70.37,16.23,0.53,credit_card,standard_shipping,1
481,4423,2025-11-11,48.25,22.54,7.63,apple_pay,standard_shipping,1
482,2090,2026-02-07,39.29,19.95,3.69,apple_pay,express_shipping,0
483,8119,2024-08-06,204.54,16.49,7.65,credit_card,express_shipping,1
484,773,2026-08-15,29.43,24.03,13.19,paypal,express_shipping,0
485,6550,2024-02-27,232.55,16.93,0.89,apple_pay,standard_shipping,1
486,6258,2024-04-25,94.36,20.92,13.06,paypal,express_shipping,0
487,9563,2026-01-21,122.45,39.74,13.73,paypal,standard_shipping,1
488,3269,2025-08-17,168.81,15.58,1.21,credit_card,standard_shipping,1
489,4012,2025-07-07,114.35,8.09,0.62,apple_pay,express_shipping,0
490,11165,2024-09-27,46.87,34.54,12.66,credit_card,express_shipping,1
491,4691,2025-09-13,180.52,1.48,5.55,credit_card,standard_shipping,0
492,3140,2025-02-01,103.49,22.97,5.89,paypal,standard_shipping,1
493,8141,2024-10-23,122.42,18.79,7.05,credit_card,standard_shipping,1
494,5073,2026-08-04,207.11,4.9,2.64,credit_card,express_shipping,1
495,1432,2024-03-11,128.38,0.91,2.77,credit_card,express_shipping,0
496,5636,2026-11-06,222.9,0.09,10.05,credit_card,express_shipping,0
497,1326,2024-11-08,152.62,24.38,14.87,credit_card,express_shipping,1
498,11743,2024-01-01,28.42,15.53,14.96,paypal,express_shipping,0
499,10926,2026-09-09,109.09,20.44,9.38,credit_card,express_shipping,0
500,990,2024-08-25,58.68,31.85,4.87,credit_card,standard_shipping,1
501,953,2025-07-14,33.03,2.07,0.11,apple_pay,standard_shipping,1
502,9865,2025-04-11,219.4,23.42,14.56,apple_pay,express_shipping,1
503,2848,2024-04-30,213.79,39.39,10.83,paypal,standard_shipping,1
504,5907,2025-05-06,29.13,2.54,0.42,paypal,express_shipping,0
505,8692,2024-09-08,111.47,0.11,2.62,apple_pay,express_shipping,0
506,8946,2025-11-16,186.39,33.5,8.63,apple_pay,express_shipping,1
507,11685,2024-04-13,138.54,16.47,8.22,paypal,express_shipping,0
508,6540,2024-06-01,237.82,36.1,11.15,apple_pay,standard_shipping,1
509,9541,2026-01-13,175.95,0.42,12.43,apple_pay,express_shipping,0
510,8218,2024-11-20,231.33,15.53,11.65,paypal,express_shipping,0
511,831,2025-10-27,89.19,27.77,11.56,apple_pay,express_shipping,0
512,1848,2025-05-20,200.72,26.76,4.24,credit_card,standard_shipping,1
513,7735,2025-02-13,106.83,25.73,5.87,paypal,standard_shipping,1
514,5408,2026-02-13,218.42,0.61,14.87,credit_card,express_shipping,1
515,1849,2025-01-06,202.33,24.07,7.46,apple_pay,standard_shipping,1
516,4093,2025-12-11,118.58,34.43,0.84,credit_card,standard_shipping,1
517,10922,2026-10-07,112.83,5.16,14.07,credit_card,express_shipping,0
518,1153,2025-09-01,69.93,18.45,4.83,credit_card,standard_shipping,0
519,514,2026-01-13,246.02,0.51,12.71,paypal,standard_shipping,1
520,10243,2024-07-05,55.12,6.3,5.21,apple_pay,express_shipping,1
521,7797,2024-06-03,45.52,38.95,5.0,credit_card,express_shipping,1
522,7161,2024-12-24,67.75,18.98,9.1,apple_pay,express_shipping,1
523,2358,2026-01-09,161.36,20.29,5.68,credit_card,standard_shipping,1
524,7407,2025-01-18,75.99,3.66,4.14,paypal,express_shipping,0
525,9488,2026-12-22,163.7,18.48,0.96,apple_pay,express_shipping,1
526,11283,2024-09-10,186.97,15.51,9.23,credit_card,express_shipping,1
527,10186,2025-09-11,136.26,32.49,3.48,apple_pay,standard_shipping,0
528,1019,2024-08-01,112.23,9.97,9.68,paypal,express_shipping,1
529,4610,2024-08-27,125.25,39.92,2.88,apple_pay,express_shipping,1
530,5375,2024-05-12,90.89,1.45,0.85,apple_pay,express_shipping,1
531,409,2024-08-10,208.44,24.02,7.21,apple_pay,standard_shipping,0
532,10807,2026-07-16,42.1,37.08,2.36,paypal,standard_shipping,0
533,3678,2025-08-11,214.89,10.27,0.29,paypal,standard_shipping,0
534,8792,2024-03-10,79.49,27.88,2.05,credit_card,express_shipping,0
535,5872,2024-11-14,130.55,25.82,5.56,apple_pay,express_shipping,1
536,9780,2024-03-11,211.43,33.88,2.15,paypal,express_shipping,0
537,9102,2026-06-25,240.62,12.26,12.14,apple_pay,express_shipping,0
538,11280,2025-11-23,230.55,0.92,4.94,credit_card,express_shipping,1
539,5544,2024-11-18,159.97,35.3,4.2,paypal,standard_shipping,0
540,5835,2024-06-11,22.26,7.03,14.57,apple_pay,express_shipping,0
541,6954,2026-01-02,203.22,1.48,10.88,paypal,express_shipping,1
542,4277,2024-04-20,65.69,3.39,12.79,apple_pay,standard_shipping,0
543,3774,2025-06-23,201.85,1.78,13.5,apple_pay,express_shipping,0
544,6856,2025-06-11,113.08,4.09,14.63,paypal,express_shipping,0
545,7093,2026-01-25,57.01,8.69,3.72,paypal,standard_shipping,0
546,3762,2025-03-30,46.69,25.35,10.83,paypal,express_shipping,0
547,7611,2024-05-14,198.72,38.31,0.25,apple_pay,standard_shipping,1
548,8025,2024-08-14,115.16,39.32,10.47,paypal,standard_shipping,1
549,2241,2024-10-03,46.7,11.1,14.94,apple_pay,express_shipping,0
550,9227,2025-02-09,62.81,14.65,10.19,paypal,express_shipping,1
551,6473,2026-02-06,208.12,7.47,3.88,apple_pay,express_shipping,1
552,3152,2024-04-13,164.35,0.35,11.88,credit_card,standard_shipping,1
553,5280,2024-10-29,147.75,32.94,13.88,credit_card,express_shipping,0
554,2285,2025-03-01,156.04,27.32,11.09,paypal,standard_shipping,0
555,11668,2024-07-28,78.78,22.13,2.84,paypal,express_shipping,1
556,10454,2024-05-09,190.49,4.81,0.76,paypal,express_shipping,0
557,7150,2026-08-17,131.13,8.78,0.91,credit_card,express_shipping,0
558,10333,2024-03-06,98.35,3.98,3.34,apple_pay,express_shipping,1
559,8578,2025-05-28,73.07,31.77,14.11,credit_card,standard_shipping,1
560,11302,2026-02-23,191.89,6.0,1.92,apple_pay,standard_shipping,0
561,10883,2026-09-13,91.4,28.82,10.86,apple_pay,standard_shipping,0
562,7833,2025-11-18,81.85,33.39,11.5,apple_pay,standard_shipping,1
563,6885,2026-02-28,110.5,5.84,9.63,credit_card,standard_shipping,0
564,1558,2026-11-04,86.13,34.15,2.17,paypal,standard_shipping,1
565,2996,2024-11-13,80.8,2.29,14.1,credit_card,express_shipping,0
566,11149,2024-06-09,59.41,5.79,10.05,credit_card,standard_shipping,0
567,4472,2026-10-05,186.41,23.2,10.39,apple_pay,express_shipping,1
568,3116,2024-03-18,139.81,6.57,1.01,apple_pay,express_shipping,0
569,8343,2024-04-18,97.53,34.51,2.91,paypal,standard_shipping,0
570,5103,2026-11-01,206.43,2.74,8.75,credit_card,express_shipping,1
571,3725,2026-06-24,211.75,10.08,2.4,apple_pay,express_shipping,1
572,499,2026-12-12,129.37,6.04,0.3,paypal,express_shipping,1
573,10104,2026-09-19,67.64,34.49,6.06,apple_pay,express_shipping,1
574,5749,2025-11-25,164.75,14.33,0.1,paypal,express_shipping,1
575,11304,2025-01-01,59.38,27.22,1.05,apple_pay,standard_shipping,1
576,8911,2024-06-16,104.35,29.91,1.59,paypal,standard_shipping,0
577,11853,2026-07-23,150.67,8.26,0.2,credit_card,express_shipping,0
578,9991,2026-01-10,96.37,29.51,7.39,apple_pay,express_shipping,1
579,4125,2024-12-14,196.04,12.25,13.74,apple_pay,standard_shipping,1
580,7500,2026-07-10,145.68,29.37,12.04,apple_pay,express_shipping,0
581,533,2025-07-18,194.37,20.29,11.37,credit_card,standard_shipping,0
582,5336,2025-05-29,54.91,28.66,12.27,paypal,standard_shipping,1
583,681,2025-12-11,43.41,33.65,0.8,paypal,express_shipping,1
584,10913,2026-12-30,136.49,33.03,14.57,credit_card,express_shipping,0
585,7896,2024-12-21,148.95,6.06,13.66,apple_pay,express_shipping,1
586,9236,2024-07-12,166.0,31.92,6.77,credit_card,express_shipping,0
587,9897,2024-07-01,60.14,12.29,5.41,paypal,standard_shipping,1
588,8562,2025-09-14,195.33,10.73,10.61,paypal,standard_shipping,0
589,11613,2025-08-01,178.64,31.29,13.47,paypal,standard_shipping,0
590,8504,2024-12-28,194.88,17.1,13.77,apple_pay,express_shipping,1
591,5320,2026-11-27,37.96,13.77,7.48,credit_card,standard_shipping,1
592,95,2025-10-13,18.08,1.18,13.73,paypal,standard_shipping,0
593,11866,2024-10-20,36.97,17.2,13.88,apple_pay,standard_shipping,0
594,1098,2024-06-30,150.06,30.41,4.77,paypal,standard_shipping,0
595,7541,2025-06-06,45.37,18.35,10.68,apple_pay,standard_shipping,0
596,8521,2025-05-01,212.18,36.2,12.01,paypal,standard_shipping,0
597,138,2024-05-04,115.23,9.43,1.04,apple_pay,express_shipping,1
598,10569,2025-02-12,25.35,26.4,4.58,paypal,express_shipping,0
599,10314,2024-03-18,180.63,25.46,8.58,apple_pay,standard_shipping,1
600,6905,2025-12-15,58.27,19.19,5.84,paypal,standard_shipping,0
601,7898,2026-09-24,46.05,22.87,0.95,paypal,express_shipping,1
602,10465,2024-03-29,152.13,18.6,9.54,apple_pay,standard_shipping,0
603,5359,2026-07-03,217.74,2.36,1.08,credit_card,express_shipping,1
604,11321,2026-02-17,65.9,2.41,7.05,credit_card,standard_shipping,0
605,8165,2024-03-08,44.22,2.78,13.16,credit_card,standard_shipping,1
606,11081,2024-05-09,123.3,24.15,4.83,credit_card,express_shipping,1
607,8560,2025-08-04,51.47,15.34,2.29,apple_pay,standard_shipping,1
608,2963,2024-12-19,205.77,10.57,9.81,apple_pay,express_shipping,0
609,5723,2024-03-05,118.99,13.36,5.19,paypal,standard_shipping,1
610,294,2024-02-19,227.93,16.87,6.79,paypal,standard_shipping,1
611,5951,2024-12-09,148.75,16.69,11.3,apple_pay,express_shipping,0
612,10077,2025-12-28,184.55,0.97,13.46,credit_card,standard_shipping,1
613,3538,2026-05-24,216.01,3.78,6.82,credit_card,express_shipping,1
614,5396,2025-03-20,98.55,27.96,7.22,paypal,standard_shipping,1
615,10574,2025-04-20,39.88,24.1,4.11,paypal,standard_shipping,0
616,8015,2024-06-07,152.73,11.38,0.66,credit_card,standard_shipping,1
617,10510,2024-01-12,152.19,25.4,8.29,credit_card,standard_shipping,0
618,9894,2025-08-03,101.63,26.67,1.9,credit_card,standard_shipping,0
619,11584,2026-04-26,238.02,1.83,7.07,apple_pay,standard_shipping,1
620,205,2025-12-20,108.64,10.79,3.08,paypal,standard_shipping,0
621,3649,2025-08-26,105.77,15.04,1.11,credit_card,standard_shipping,0
622,4919,2025-08-02,248.91,35.43,0.99,paypal,standard_shipping,0
623,10958,2024-12-22,51.46,5.73,12.34,apple_pay,express_shipping,0
624,4409,2025-04-02,135.22,0.26,14.23,apple_pay,express_shipping,1
625,7572,2026-12-19,137.55,26.43,14.57,paypal,express_shipping,1
626,242,2026-06-12,149.45,22.1,3.62,apple_pay,standard_shipping,0
627,4965,2024-08-04,237.64,29.28,9.17,paypal,standard_shipping,0
628,6130,2024-08-25,232.3,19.48,12.86,credit_card,express_shipping,1
629,662,2026-07-03,189.09,32.18,3.37,paypal,standard_shipping,1
630,9144,2025-09-04,101.55,4.89,14.51,credit_card,standard_shipping,1
631,3196,2025-09-24,193.33,33.95,10.22,credit_card,express_shipping,1
632,10844,2026-01-19,124.43,28.51,4.79,apple_pay,standard_shipping,0
633,7550,2026-12-09,38.94,38.04,8.95,apple_pay,standard_shipping,1
634,1967,2025-09-10,21.19,33.15,11.72,paypal,standard_shipping,1
635,6561,2026-12-17,23.23,20.83,10.08,apple_pay,standard_shipping,1
636,6795,2024-01-05,237.0,11.33,5.53,apple_pay,standard_shipping,0
637,4866,2025-04-04,94.43,18.08,7.34,credit_card,standard_shipping,0
638,9202,2025-07-25,199.88,20.84,1.19,credit_card,standard_shipping,0
639,5334,2026-10-10,191.06,8.19,7.04,credit_card,standard_shipping,1
640,9003,2025-03-18,153.59,22.47,6.35,credit_card,standard_shipping,0
641,2537,2024-07-23,133.72,17.49,7.42,apple_pay,standard_shipping,0
642,10926,2024-04-24,211.42,25.12,1.74,credit_card,express_shipping,1
643,5247,2025-06-20,129.2,21.46,14.43,paypal,standard_shipping,0
644,2414,2024-07-29,185.8,5.66,10.74,credit_card,express_shipping,0
645,10444,2025-04-25,67.8,17.6,0.07,credit_card,express_shipping,0
646,5977,2024-06-09,42.2,20.95,5.71,apple_pay,standard_shipping,1
647,824,2024-01-04,78.61,28.52,3.99,credit_card,express_shipping,0
648,8159,2025-09-07,122.67,7.33,1.35,credit_card,express_shipping,0
649,5632,2024-10-02,96.45,6.46,14.53,paypal,standard_shipping,0
650,840,2026-12-27,249.14,23.12,3.77,apple_pay,standard_shipping,0
651,3472,2025-09-26,116.08,37.83,12.24,credit_card,standard_shipping,1
652,1016,2024-03-09,237.68,10.51,8.52,apple_pay,standard_shipping,0
653,3387,2025-01-29,63.01,28.8,6.72,credit_card,express_shipping,0
654,2342,2024-05-27,155.04,18.57,0.05,apple_pay,express_shipping,0
655,8887,2026-07-31,84.41,23.34,0.19,paypal,standard_shipping,1
656,6404,2025-09-20,231.64,38.14,1.92,apple_pay,standard_shipping,0
657,11289,2026-04-02,69.58,21.3,2.44,paypal,standard_shipping,1
658,7694,2026-03-09,195.44,0.38,4.63,apple_pay,standard_shipping,0
659,5763,2024-12-07,178.56,39.01,5.45,paypal,express_shipping,0
660,1980,2025-03-05,50.07,14.58,11.44,apple_pay,standard_shipping,0
661,5732,2024-03-19,82.71,11.08,10.05,paypal,standard_shipping,1
662,3164,2026-04-06,186.89,30.84,5.51,credit_card,standard_shipping,0
663,6470,2026-01-15,129.33,26.13,13.59,paypal,standard_shipping,0
664,9275,2025-07-07,116.6,24.26,2.78,paypal,standard_shipping,0
665,8036,2026-01-23,237.88,1.69,2.89,apple_pay,standard_shipping,0
666,569,2025-08-09,152.92,13.52,5.97,apple_pay,express_shipping,0
667,6752,2026-02-11,211.53,12.13,3.92,apple_pay,standard_shipping,0
668,6542,2026-12-09,234.78,30.96,7.25,credit_card,express_shipping,1
669,1088,2024-12-19,128.08,35.4,0.11,credit_card,standard_shipping,0
670,7413,2025-08-03,89.02,14.51,11.28,apple_pay,express_shipping,1
671,8716,2025-12-20,18.44,5.05,4.28,apple_pay,express_shipping,1
672,93,2024-09-02,73.42,6.7,1.71,apple_pay,express_shipping,1
673,7912,2024-07-04,117.34,32.66,14.38,paypal,express_shipping,0
674,2534,2024-10-27,111.32,26.48,5.16,apple_pay,express_shipping,0
675,6504,2025-03-10,177.98,33.49,13.36,apple_pay,express_shipping,1
676,4851,2024-05-24,84.83,32.98,1.51,paypal,express_shipping,1
